web-scraper-order,web-scraper-start-url,product-name,product-description-optional,product-code,discount-amount,list-price-before-discount,availability,product-image-src,offer-validity,offer-start-date,offer-end-date
1718592851-66,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Pulmuone Teriyaki Stir-fry Udon,29.4 oz,1103763,2,,,https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1103763-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-67,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Kirkland Signature Lobster Bisque,2/20 oz,833995,2,,,https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=833995-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-68,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Don Lee Farms Organic Cauliflower Bites,28 oz,1168538,3,,,https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1168538-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-69,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,TopChews Pork & Chicken Sausage Recipe,36 oz,1250582,4,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1250582-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-70,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Bounty Advanced Select-A-Size Paper Towels,12 Rolls/110 Sheets,3258929,4,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=3258929-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-71,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Charmin Ultra Soft Bath Tissue,30 Rolls/221 Sheets,1358823,4,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1358823-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-72,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Ziploc,,921279,3,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://mobilecontent.costco.com/live/resource/img/20w0453-jan-2020-app-us/350-dec-mvm-ziploc.jpg,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-73,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Ziploc Sandwich Bags,580 ct,1158369,2,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1158369-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-74,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Swiffer,,1218584,3,,,https://web.archive.org/web/20200101231059im_/https://mobilecontent.costco.com/live/resource/img/20w0453-jan-2020-app-us/350-dec-mvm-swiffer.jpg,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-75,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Kleenex Ultra Soft Facial Tissue,12 Boxes/85 Sheets,221663,4,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://mobilecontent.costco.com/live/resource/img/20w0453-jan-2020-app-us/350-dec-mvm-221663.jpg,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-76,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Kleenex Soothing Lotion Facial Tissue,12 Boxes/130 Sheets,1370275,4,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1370275-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-77,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Kleenex Trusted Care Facial Tissue,10 Boxes/230 Sheets,723675,4,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=723675-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-78,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Air Wick Scented Oils AND/OR Lysol Crisp Linen Disinfectant Spray,,533324,4,,,https://web.archive.org/web/20200101231059im_/https://mobilecontent.costco.com/live/resource/img/20w0453-jan-2020-app-us/350-dec-mvm-airwick-ly.jpg,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-79,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Scotch-Brite Sponges Heavy Duty AND/OR Multi-Surface,21 ct,1121474,3,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://mobilecontent.costco.com/live/resource/img/20w0453-jan-2020-app-us/350-dec-mvm-scotch.jpg,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-80,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Scotch-Brite Lint Rollers,5 ct,1145682,3,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1145682-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-81,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,All Free Clear Plus Liquid Laundry Detergent,237 fl oz 158 Loads,487322,4,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=487322-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-82,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Tide HE Liquid Laundry Detergent,200 fl oz 146 Loads,1223944,4,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1223944-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-83,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Downy April Fresh Fabric Conditioner,138 fl oz 204 Loads,2160340,2,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=2160340-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-84,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Downy Fresh Protect Scent Booster,30.3 oz,2161247,3,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=2161247-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-85,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Woolite All Clothes Laundry Detergent,150 fl oz 100 Loads,2154729,3,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=2154729-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-86,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Bounce Dryer Sheets,2/160 ct,1006152,2,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=1006152-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-87,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Cascade Complete ActionPacs Dishwasher Detergent,90 ct,968020,4,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=968020-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-88,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Kirkland Signature Glucosamine Chondroitin,220 ct,510234,4,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=510234-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-89,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Kirkland Signature CoQ10,300 mg 100 ct,648220,4,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=648220-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-90,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Kirkland Signature B-12,5000 mcg 300 ct,690843,4,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=690843-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-91,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,trunature Lutein & Zeaxanthin,140 ct,681272,4,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&itemId=681272-847&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-92,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Emergen-C Variety Pack,1000 mg 90 ct,554244,4,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=554244-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-93,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Kirkland Signature Adult Vitamin C Gummies,250 mg 2/180 ct,1050777,4,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=100309168-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-94,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,vitafusion Fiber Well Sugar Free Gummies,220 ct,500867,4,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=500867-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-95,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,youtheory Collagen Advanced Formula,390 ct,597726,4,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=597726-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-96,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Bausch + Lomb PreserVision AREDS 2,210 ct,1148964,7,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1148964-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-97,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Qunol Liquid CoQ10,100 mg 30.4 fl oz,1176584,7,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1176584-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-98,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Culturelle Digestive Health Probiotic,80 ct,594518,7,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=594518-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-99,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,youtheory Turmeric Extra Strength,1000 mg 180 ct,1221450,7,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1221450-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-100,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Bausch + Lomb Biotru Multi-Purpose Solution,2/16 fl oz + 2 fl oz,1316229,5,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1316229-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-101,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Bausch + Lomb renu Advanced Solution,3/16 fl oz + 2 fl oz,1225794,5,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1225794-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-102,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Bausch + Lomb Ocuvite Adult 50+,150 ct,370945,5,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=370945-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-103,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Weider Prime Testosterone Support,120 ct,886740,6,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=886740-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-104,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Zipfizz Variety Pack,30 ct,135576,6,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=135576-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-105,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,MiraLAX Powder Laxative,2/20.4 oz,1014328,6,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1014328-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-106,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Vicks NyQuil Severe Liquid Original AND/OR Cherry,3/12 fl oz,1259367,4,,,https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=100431800-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-107,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Vicks DayQuil 48 ct/NyQuil 24 ct Severe LiquiCaps Combo Pack,,1259303,4,,,https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=1259303-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-108,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Airborne Effervescent Tablets Assorted Flavors,2/18 ct,929505,4,,,https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=100217166-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-109,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Airborne Gummies Assorted Flavors,75 ct,772154,4,,,https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=772154-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-110,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Nature's Bounty Hair Skin & Nails Softgels,250 ct,553486,3,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=553486-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-111,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Kirkland Signature Adult Multivitamin Gummies,2/160 ct,870735,3,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=870735-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-112,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Kirkland Signature Children's Multivitamin Gummies,2/160 ct,897980,3,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=897980-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-113,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Green Tea Fat Burner,200 ct,202918,3,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=202918-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-114,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Natrol Melatonin Fast Dissolve,5 mg 250 ct,654260,5,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=654260-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-115,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Natrol Biotin Fast Dissolve,5000 mcg 250 ct,818506,5,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=818506-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
1718592851-116,https://web.archive.org/web/20200101231059/https://www.costco.com/online-offers.html,Natrol 5-HTP Plus,100 mg 150 ct,447497,5,,"Also available at 
COSTCO.COM",https://web.archive.org/web/20200101231059im_/https://images.costco-static.com/ImageDelivery/imageService?profileId=12026540&imageId=447497-847__1&recipeName=350,Valid 1/2/20 - 1/26/20,2-Jan-2020,26-Jan-2020
